"","H9_E8_r1","H9_E8_r2","H9_L3i_r1","H9_L3i_r2","RUES02_E8","RUES02_L3i"
"ENSG00000253556",0,0,0,0,0,0
"ENSG00000282989",0,0,0,0,0,0
"ENSG00000230169",0,0,0,0,0,0
"ENSG00000253173",0,4,0,2,4,1
"ENSG00000034677",7277,6072,5316,4811,8402,6414
"ENSG00000253580",0,0,0,0,0,0
"ENSG00000272010",46,47,36,47,24,28
"ENSG00000253322",2,0,0,0,0,0
"ENSG00000104388",26141,21875,17554,17708,33553,23003
"ENSG00000255364",1,2,0,4,0,0
"ENSG00000287819",8,0,0,0,1,7
"ENSG00000260368",18,18,28,0,36,10
"ENSG00000254213",2,5,0,7,4,2
"ENSG00000104375",2416,2744,3448,3015,2782,3089
"ENSG00000147614",153,145,60,167,323,8
"ENSG00000286362",0,8,4,0,26,23
"ENSG00000261087",484,1445,2040,2633,944,598
"ENSG00000286701",0,0,0,0,0,0
"ENSG00000283157",0,0,0,0,0,0
"ENSG00000254253",0,0,0,0,0,0
"ENSG00000254343",232,175,52,30,37,26
"ENSG00000254334",0,0,0,0,0,0
"ENSG00000253629",0,0,0,0,0,0
"ENSG00000184156",3054,1744,1034,1664,5453,1938
"ENSG00000285890",0,0,0,0,0,0
"ENSG00000213873",0,0,0,0,0,0
"ENSG00000254275",0,0,0,0,0,0
"ENSG00000253651",0,0,0,2,0,4
"ENSG00000253124",0,0,0,0,0,0
"ENSG00000254112",0,0,0,0,0,0
"ENSG00000248838",0,0,0,0,0,0
"ENSG00000253479",2,2,4,0,1,0
"ENSG00000272479",13,22,8,33,28,29
"ENSG00000198846",3132,5502,3092,5643,9164,14339
"ENSG00000153317",3409,3792,3620,3395,8333,7605
"ENSG00000180828",9355,11179,6660,8968,9327,10018
"ENSG00000253656",0,0,0,0,2,0
"ENSG00000147676",3537,4598,5481,1383,746,623
"ENSG00000253994",0,0,0,0,0,0
"ENSG00000182674",3965,2842,2421,1219,5176,1884
"ENSG00000213003",0,1,0,0,0,0
"ENSG00000287949",2,0,4,8,4,12
"ENSG00000176853",6849,4788,7836,5844,9183,5770
"ENSG00000253318",0,0,0,0,0,0
"ENSG00000283674",48,68,64,29,49,44
"ENSG00000253544",0,0,0,0,0,0
"ENSG00000155926",687,473,40,144,1149,181
"ENSG00000242206",0,0,0,0,2,0
"ENSG00000287736",0,0,0,0,0,0
"ENSG00000046889",4146,2735,1658,1359,4549,2916
"ENSG00000287467",18,5,9,6,21,9
"ENSG00000253111",2,5,8,2,20,39
"ENSG00000254065",0,0,0,0,1,2
"ENSG00000254037",2,3,0,0,0,0
"ENSG00000227514",0,0,0,0,0,0
"ENSG00000286034",2,0,0,2,0,0
"ENSG00000184374",6,7,17,22,16,2
"ENSG00000227753",2,0,0,0,0,0
"ENSG00000287230",0,2,0,0,0,0
"ENSG00000235165",0,0,0,0,0,0
"ENSG00000286937",6,4,2,0,8,2
"ENSG00000253756",0,0,0,0,0,0
"ENSG00000259820",637,557,834,172,564,320
"ENSG00000156787",1816,1559,565,634,2512,2040
"ENSG00000287826",0,0,0,4,0,0
"ENSG00000169946",951,914,1027,803,1481,820
"ENSG00000254178",0,0,0,0,0,0
"ENSG00000253621",0,0,0,0,2,0
"ENSG00000253434",0,0,3,2,0,0
"ENSG00000253972",6,0,10,2,0,1
"ENSG00000253877",16,2,3,0,0,0
"ENSG00000254557",10,4,4,1,1,1
"ENSG00000243939",0,0,0,0,0,0
"ENSG00000283686",0,0,0,0,0,0
"ENSG00000254294",14,5,2,0,19,13
"ENSG00000254081",2,0,0,0,2,0
"ENSG00000169439",14836,13284,12598,16012,12446,11457
"ENSG00000255130",0,0,0,0,0,0
"ENSG00000205038",58,35,12,16,38,89
"ENSG00000253782",0,0,0,0,0,0
"ENSG00000083307",22,89,26,127,26,231
"ENSG00000254230",0,0,0,0,0,0
"ENSG00000158106",3835,2121,1383,1203,3712,2920
"ENSG00000225885",0,5,26,4,1,0
"ENSG00000286337",12,11,42,1,13,20
"ENSG00000254394",1,2,0,0,0,0
"ENSG00000280725",0,0,8,7,2,0
"ENSG00000254028",24,13,2,10,22,2
"ENSG00000248231",0,0,0,0,4,0
"ENSG00000147592",869,1067,559,850,1286,815
"ENSG00000198576",1971,2135,1108,711,1572,1076
"ENSG00000243761",0,0,0,0,0,2
"ENSG00000067167",22739,20094,31000,24158,21277,26563
"ENSG00000167656",0,0,0,1,0,2
"ENSG00000254278",0,0,0,0,0,0
"ENSG00000288067",14,0,20,2,1,0
"ENSG00000140396",19997,15935,13706,9952,25786,16648
"ENSG00000042832",97,34,6,48,144,48
"ENSG00000255033",0,0,0,0,0,0
"ENSG00000253407",0,0,0,0,0,0
"ENSG00000164930",2825,2445,2195,2933,3447,3977
"ENSG00000164764",131,132,138,140,103,135
"ENSG00000253672",0,0,2,0,0,0
"ENSG00000184428",1723,1892,2449,2928,2797,3192
"ENSG00000241105",6,0,0,2,0,0
"ENSG00000241204",0,0,0,0,0,0
"ENSG00000104499",0,0,0,0,0,0
"ENSG00000271113",0,0,4,0,2,0
"ENSG00000278898",0,2,0,0,0,2
"ENSG00000253561",0,0,0,0,0,0
"ENSG00000253433",9,8,0,3,5,4
"ENSG00000253143",0,0,0,0,0,0
"ENSG00000253156",0,0,0,0,0,0
"ENSG00000270137",16,4,20,4,2,4
"ENSG00000253728",0,0,0,0,0,0
"ENSG00000234616",6372,4563,3088,2565,13770,8575
"ENSG00000197353",16,0,72,76,0,1
"ENSG00000283992",0,0,2,0,0,0
"ENSG00000253521",4,4,2,0,8,17
"ENSG00000179142",0,0,0,0,0,0
"ENSG00000253627",0,0,1,0,0,0
"ENSG00000281641",18,8,16,10,22,3
"ENSG00000277576",1,0,0,0,0,0
"ENSG00000261044",4,0,16,0,0,2
"ENSG00000287201",0,0,0,0,0,2
"ENSG00000253421",0,0,0,0,0,0
"ENSG00000254255",0,0,0,0,0,0
"ENSG00000147655",220,132,60,172,276,270
"ENSG00000254313",0,0,0,0,0,0
"ENSG00000254389",302,554,90,179,820,548
"ENSG00000225259",44,62,88,96,58,52
"ENSG00000279518",97,86,77,28,73,42
"ENSG00000253715",0,0,0,0,0,0
"ENSG00000232722",4,0,1,0,1,0
"ENSG00000253165",0,0,0,0,0,0
"ENSG00000249917",2,0,0,0,2,0
"ENSG00000254083",0,2,0,2,0,0
"ENSG00000240237",0,0,0,0,0,0
"ENSG00000253153",0,0,0,0,1,0
"ENSG00000171045",2381,1935,1155,1000,2872,2763
"ENSG00000126233",2,2,25,3,0,0
"ENSG00000223697",39,16,18,4,15,13
"ENSG00000271240",1,0,0,2,0,0
"ENSG00000008513",2824,1985,6817,4849,4674,3550
"ENSG00000155897",861,917,445,1207,549,766
"ENSG00000253259",0,0,0,0,0,0
"ENSG00000253593",0,0,0,0,0,0
"ENSG00000283197",0,0,0,0,0,0
"ENSG00000261693",254,289,16,52,364,77
"ENSG00000286535",42,91,2,25,85,39
"ENSG00000253970",0,0,0,0,0,0
"ENSG00000254249",0,0,0,0,0,0
"ENSG00000180155",1795,1376,950,2418,1688,772
"ENSG00000286122",2,1,3,7,7,8
"ENSG00000284505",35,74,75,109,41,37
"ENSG00000178764",7165,10758,9812,17496,28461,42669
"ENSG00000248492",0,0,0,0,0,0
"ENSG00000286266",0,0,0,0,0,0
"ENSG00000253824",2,0,0,0,0,0
"ENSG00000253992",4,0,4,4,0,0
"ENSG00000261710",2,6,4,0,0,0
"ENSG00000253286",2,11,2,4,16,7
"ENSG00000259631",0,3,13,8,2,0
"ENSG00000206144",0,0,0,0,0,1
"ENSG00000254227",0,0,0,2,0,0
"ENSG00000253868",1,8,24,5,10,0
"ENSG00000253470",0,0,0,0,0,0
"ENSG00000271560",0,0,0,0,2,0
"ENSG00000147604",337149,149262,330955,209157,129875,171808
"ENSG00000253916",0,0,4,0,0,0
"ENSG00000104324",552,504,446,1150,841,669
"ENSG00000283176",0,0,0,2,0,0
"ENSG00000136986",8715,11672,9323,10242,14169,11497
"ENSG00000253607",0,5,3,3,2,0
"ENSG00000066855",14037,14216,12479,12417,12111,6152
"ENSG00000255000",2,2,2,0,6,2
"ENSG00000287332",15,5,43,39,15,2
"ENSG00000253372",7,9,17,5,4,20
"ENSG00000250563",0,0,6,7,0,3
"ENSG00000253541",2,11,4,6,24,18
"ENSG00000253668",0,2,0,2,2,0
"ENSG00000253841",0,0,0,0,0,0
"ENSG00000287677",0,0,4,0,3,0
"ENSG00000164796",688,265,264,81,914,156
"ENSG00000160886",1,10,0,2,3,0
"ENSG00000254348",0,0,0,0,0,0
"ENSG00000254431",0,1,0,0,1,4
"ENSG00000130193",2237,2044,1684,2848,1872,1381
"ENSG00000251218",0,0,0,0,0,0
"ENSG00000164929",16249,15531,23417,16563,24266,17129
"ENSG00000255325",0,0,2,2,1,1
"ENSG00000167653",26,50,14,13,60,19
"ENSG00000253949",0,0,0,0,2,0
"ENSG00000172164",930,969,686,1592,707,1333
"ENSG00000047249",7270,8328,6143,8349,13753,7254
"ENSG00000271048",0,0,0,0,0,0
"ENSG00000254183",0,0,0,0,0,0
"ENSG00000255206",0,0,0,0,0,0
"ENSG00000228224",8,36,16,78,34,42
"ENSG00000286946",0,0,0,0,0,0
"ENSG00000254150",0,0,0,0,0,0
"ENSG00000248720",0,0,0,0,0,0
"ENSG00000253806",0,0,0,0,0,0
"ENSG00000250290",0,0,2,1,0,2
"ENSG00000244413",0,0,0,0,0,2
"ENSG00000272456",0,1,0,0,2,0
"ENSG00000156831",3476,3166,3589,4101,4869,3717
"ENSG00000240919",0,0,0,4,3,4
"ENSG00000255366",0,0,0,12,0,0
"ENSG00000181195",177,203,58,267,136,62
"ENSG00000253679",0,0,1,4,0,0
"ENSG00000287479",2,0,0,0,0,0
"ENSG00000253282",0,0,0,0,12,2
"ENSG00000182307",11232,12024,7795,10832,18230,12902
"ENSG00000272037",16,11,60,4,9,14
"ENSG00000240870",0,0,0,0,0,0
"ENSG00000066827",2784,2690,2944,2812,4039,2763
"ENSG00000156795",2646,4253,5760,5377,2989,2873
"ENSG00000253923",4,0,0,0,0,0
"ENSG00000254332",19,28,6,22,70,56
"ENSG00000248690",36,44,17,29,67,161
"ENSG00000254241",0,0,0,0,0,0
"ENSG00000253373",0,0,0,0,0,0
"ENSG00000254209",0,0,0,0,0,1
"ENSG00000255122",22,7,10,10,12,7
"ENSG00000104332",16610,11613,16984,51211,24679,34379
"ENSG00000147573",26,6,15,68,29,28
"ENSG00000147571",0,0,0,0,0,5
"ENSG00000173334",8687,9200,7914,13742,24822,11742
"ENSG00000253107",6,0,0,0,0,0
"ENSG00000170961",166,198,298,821,1028,4226
"ENSG00000254008",25,42,8,43,20,2
"ENSG00000254388",1,9,0,0,2,3
"ENSG00000253956",1,0,0,1,0,0
"ENSG00000156802",8331,7657,6964,5163,15691,18028
"ENSG00000253122",0,0,0,0,0,0
"ENSG00000239872",0,0,0,0,0,0
"ENSG00000222589",0,0,0,0,0,0
"ENSG00000242079",1,0,0,0,0,0
"ENSG00000206661",0,0,0,0,0,0
"ENSG00000222546",0,0,0,0,0,0
"ENSG00000263407",0,0,6,0,0,1
"ENSG00000239078",0,0,0,0,0,0
"ENSG00000197334",0,0,0,0,0,0
"ENSG00000284321",0,0,0,0,0,0
"ENSG00000263616",0,0,0,0,0,0
"ENSG00000207244",0,0,0,0,0,0
"ENSG00000207415",0,0,0,0,0,0
"ENSG00000201815",0,0,0,0,0,0
"ENSG00000263762",0,0,0,0,0,0
"ENSG00000212433",0,0,0,0,0,0
"ENSG00000200713",0,0,0,0,0,0
"ENSG00000264512",0,0,0,0,0,0
"ENSG00000283210",0,0,0,0,0,1
"ENSG00000207128",0,1,0,0,0,0
"ENSG00000266206",0,0,0,0,0,0
"ENSG00000207701",0,0,0,1,0,0
"ENSG00000283523",0,0,0,0,0,0
"ENSG00000200630",0,0,0,0,0,0
"ENSG00000252179",0,0,0,0,0,0
"ENSG00000264092",0,0,0,0,1,0
"ENSG00000222267",1,0,0,0,1,5
"ENSG00000207600",0,0,0,0,0,0
"ENSG00000206996",0,0,0,0,0,0
"ENSG00000201157",0,0,0,0,0,0
"ENSG00000207027",0,0,0,0,0,0
"ENSG00000201761",0,0,0,0,0,0
"ENSG00000252264",0,0,0,0,0,0
"ENSG00000206950",0,0,0,0,0,0
"ENSG00000252035",0,0,0,0,0,0
"ENSG00000199127",0,0,0,0,0,0
"ENSG00000274988",0,0,0,0,0,0
"ENSG00000252067",0,0,0,0,0,0
"ENSG00000264788",0,0,0,0,0,0
"ENSG00000240189",0,0,0,0,0,0
"ENSG00000239175",0,0,0,0,0,0
"ENSG00000200719",0,0,4,0,0,0
"ENSG00000252505",0,0,0,0,1,0
"ENSG00000221616",0,0,0,0,0,0
"ENSG00000199620",0,0,0,0,0,0
"ENSG00000263794",0,0,0,0,0,0
"ENSG00000252735",0,0,0,0,0,1
"ENSG00000206871",4,0,0,0,0,0
"ENSG00000238936",0,0,0,0,0,0
"ENSG00000276685",0,0,0,0,0,0
"ENSG00000252710",0,0,0,0,0,0
"ENSG00000222099",0,0,0,0,0,0
"ENSG00000206867",0,0,0,0,0,0
"ENSG00000239039",2,3,0,0,0,1
"ENSG00000274467",0,0,0,0,0,0
"ENSG00000277418",0,0,0,0,0,0
"ENSG00000199640",0,0,0,0,0,0
"ENSG00000251835",2,1,10,2,4,3
"ENSG00000201316",0,0,0,0,0,0
"ENSG00000263372",0,0,0,0,0,0
"ENSG00000206852",0,0,0,0,0,0
"ENSG00000200528",2,1,0,1,0,2
"ENSG00000276353",0,0,0,0,0,0
"ENSG00000200986",0,0,0,0,0,0
"ENSG00000222955",0,0,0,0,0,0
"ENSG00000201231",2,0,0,0,0,0
"ENSG00000201763",0,0,0,0,0,0
"ENSG00000252358",0,0,0,0,0,0
"ENSG00000202265",0,0,0,0,0,0
"ENSG00000206975",2,0,4,0,0,0
"ENSG00000239580",0,0,14,0,0,0
"ENSG00000252210",4,0,1,0,1,0
"ENSG00000212473",2,0,0,0,0,0
"ENSG00000200714",12,17,28,14,8,7
"ENSG00000222205",0,0,0,0,0,0
"ENSG00000206853",0,0,0,0,0,0
"ENSG00000222889",2,0,10,0,0,0
"ENSG00000277740",80,15,8,4,68,36
"ENSG00000207816",0,0,0,0,1,0
"ENSG00000243532",2,0,2,2,0,0
"ENSG00000252594",0,0,0,0,0,0
"ENSG00000275128",0,0,0,0,0,0
"ENSG00000223220",0,1,0,0,0,0
"ENSG00000252509",0,0,0,0,0,0
"ENSG00000252057",8,0,1,0,0,0
"ENSG00000206649",0,0,2,0,0,0
"ENSG00000239184",3,0,0,0,0,0
"ENSG00000238808",0,0,0,0,0,0
"ENSG00000252884",0,0,0,0,0,0
"ENSG00000223293",0,1,0,0,0,0
"ENSG00000222231",0,0,0,0,0,0
"ENSG00000251904",0,0,0,0,0,0
"ENSG00000277604",0,0,0,0,0,0
"ENSG00000199405",0,2,1,0,0,0
"ENSG00000277063",0,0,0,0,0,0
"ENSG00000265588",0,0,0,0,0,0
"ENSG00000207036",0,0,0,0,0,0
"ENSG00000206701",0,0,0,0,0,0
"ENSG00000202095",0,0,0,0,0,0
"ENSG00000202112",0,0,0,0,0,0
"ENSG00000284288",0,0,0,0,0,0
"ENSG00000242315",0,0,0,0,0,0
"ENSG00000252935",0,0,0,0,0,0
"ENSG00000252755",8,4,14,3,12,3
"ENSG00000207215",0,0,0,0,0,0
"ENSG00000222416",0,0,0,0,0,0
"ENSG00000239211",0,0,0,0,0,0
"ENSG00000207378",0,0,0,0,0,0
"ENSG00000200151",0,0,2,0,4,0
"ENSG00000241550",0,0,0,0,0,0
"ENSG00000276673",0,0,0,0,0,0
"ENSG00000207067",0,0,0,0,0,0
"ENSG00000202310",1,0,0,0,0,0
"ENSG00000199667",2,2,0,0,1,0
"ENSG00000265657",0,0,0,0,0,0
"ENSG00000212414",0,0,0,0,0,0
"ENSG00000221387",3,2,0,0,0,0
"ENSG00000202399",7,17,0,1,11,6
"ENSG00000221753",0,0,0,0,0,0
"ENSG00000252558",0,0,0,0,0,0
"ENSG00000252593",0,0,0,0,0,0
"ENSG00000206719",0,0,0,0,0,0
"ENSG00000266756",0,0,0,0,0,0
"ENSG00000275041",0,4,1,0,2,2
"ENSG00000200806",0,0,0,0,0,0
"ENSG00000265599",0,0,0,0,0,0
"ENSG00000199450",0,0,0,0,0,0
"ENSG00000207334",0,0,2,0,2,0
"ENSG00000206776",0,0,0,0,0,0
"ENSG00000251840",0,0,0,0,0,0
"ENSG00000239115",2,0,0,0,2,0
"ENSG00000199354",0,0,0,0,0,0
"ENSG00000244033",0,0,0,0,0,0
"ENSG00000242170",0,12,2,2,0,2
"ENSG00000240151",0,0,0,0,0,0
"ENSG00000238399",0,0,0,0,0,0
"ENSG00000201782",0,0,0,0,0,0
"ENSG00000252297",0,0,3,0,1,2
"ENSG00000276193",0,0,0,0,0,0
"ENSG00000276479",0,0,0,0,0,0
"ENSG00000283172",0,0,0,0,0,0
"ENSG00000252158",0,0,0,0,0,0
"ENSG00000202360",1,0,0,0,4,0
"ENSG00000244642",0,0,0,0,0,0
"ENSG00000252852",0,0,0,0,0,0
"ENSG00000207582",0,0,0,0,0,0
"ENSG00000207704",0,0,0,0,0,0
"ENSG00000199153",0,0,0,0,0,0
"ENSG00000222795",0,0,0,0,0,0
"ENSG00000199732",0,0,0,0,0,0
"ENSG00000202356",0,0,0,0,0,0
"ENSG00000238372",0,0,0,0,0,0
"ENSG00000212273",0,0,0,0,0,0
"ENSG00000278374",0,7,3,0,4,0
"ENSG00000265247",0,0,0,0,1,0
"ENSG00000222146",0,0,0,0,0,0
"ENSG00000276961",0,0,0,0,0,0
"ENSG00000266712",2,1,7,0,1,0
"ENSG00000221261",0,0,0,0,0,0
"ENSG00000221768",0,0,0,0,0,0
"ENSG00000238901",0,0,0,0,0,0
"ENSG00000206695",0,0,0,0,0,0
"ENSG00000253602",0,0,0,0,0,0
"ENSG00000212221",0,0,0,0,0,0
"ENSG00000276140",0,0,0,0,0,0
"ENSG00000277732",0,0,0,0,0,0
"ENSG00000278454",0,0,0,0,0,0
"ENSG00000271555",7,2,23,0,1,4
"ENSG00000288611",30,61,86,26,47,72
"ENSG00000248911",0,0,0,0,0,0
"ENSG00000147535",2350,3220,4250,3154,2824,2497
"ENSG00000147548",23325,18526,27311,14519,35471,26375
"ENSG00000255487",3,0,0,0,7,6
"ENSG00000254898",0,0,4,0,0,0
"ENSG00000272092",180,107,80,18,259,55
"ENSG00000272159",5,2,2,4,0,5
"ENSG00000255201",3,0,3,0,0,1
"ENSG00000239218",18,30,58,22,61,49
"ENSG00000196166",4,3,29,10,0,1
"ENSG00000253570",94,574,67,517,2139,1514
"ENSG00000254321",0,0,1,1,0,0
"ENSG00000207258",0,0,0,0,0,0
"ENSG00000253574",0,0,0,0,1,4
"ENSG00000250733",4,0,0,0,2,0
"ENSG00000278324",0,0,0,0,0,0
"ENSG00000221771",0,0,0,0,0,0
"ENSG00000207110",0,0,0,0,0,0
"ENSG00000283200",0,0,0,0,0,0
"ENSG00000278275",0,0,1,0,0,0
"ENSG00000222501",0,0,0,0,0,0
"ENSG00000221176",0,0,0,0,0,0
"ENSG00000280055",0,0,2,0,0,0
"ENSG00000269954",0,1,2,0,4,0
"ENSG00000170983",0,0,0,0,0,0
"ENSG00000227203",5,11,23,16,27,24
"ENSG00000079459",20565,23862,43123,34642,20662,28133
"ENSG00000255046",61,29,21,17,107,39
"ENSG00000255144",0,0,6,0,2,0
"ENSG00000199985",2,0,1,0,0,0
"ENSG00000274489",0,0,2,2,0,0
"ENSG00000243503",0,0,0,0,1,0
"ENSG00000219491",862,938,1489,637,749,90
"ENSG00000254238",4,7,6,2,5,2
"ENSG00000253712",0,0,2,0,2,0
"ENSG00000253229",0,0,0,0,0,0
"ENSG00000254023",1,5,0,1,3,2
"ENSG00000249395",915,531,441,643,328,173
"ENSG00000104415",4,0,0,10,49,6
"ENSG00000243537",0,0,4,2,0,0
"ENSG00000253638",0,0,0,0,0,0
"ENSG00000160882",0,2,0,0,0,0
"ENSG00000129696",1748,2271,1640,2242,3380,2648
"ENSG00000205268",5449,5892,4989,4979,10090,9889
"ENSG00000104450",593,541,218,265,686,918
"ENSG00000104435",47595,50830,30432,68568,208880,73448
"ENSG00000154328",2897,5496,2738,4942,10685,7448
"ENSG00000104369",1524,1436,3278,2136,2579,540
"ENSG00000253596",51,22,34,34,53,13
"ENSG00000207417",0,0,0,0,0,0
"ENSG00000266502",0,0,0,0,0,0
"ENSG00000283505",0,0,0,0,0,0
"ENSG00000254349",2,0,5,2,7,0
"ENSG00000253341",124,930,260,1201,928,1077
"ENSG00000254080",0,0,4,17,0,0
"ENSG00000283188",0,0,0,0,0,0
"ENSG00000253777",0,0,0,0,0,0
"ENSG00000253944",18,10,5,1,2,4
"ENSG00000253671",52,11,0,0,0,2
"ENSG00000104760",0,2,0,2,0,0
"ENSG00000253215",0,0,0,0,0,0
"ENSG00000254054",0,0,2,0,1,0
"ENSG00000104763",19493,18874,23028,30779,26169,13089
"ENSG00000253384",2,12,3,0,6,0
"ENSG00000286542",10,12,6,1,30,9
"ENSG00000254015",0,0,0,0,0,0
"ENSG00000237810",0,0,0,0,0,0
"ENSG00000285971",8,2,6,19,13,19
"ENSG00000254050",0,0,0,0,0,0
"ENSG00000253975",0,0,0,0,0,0
"ENSG00000287105",0,2,6,0,4,0
"ENSG00000253517",4,6,0,0,2,1
"ENSG00000253431",0,3,2,4,1,8
"ENSG00000240915",6,4,0,1,10,9
"ENSG00000253121",12,0,10,4,3,2
"ENSG00000137561",264,281,335,252,493,642
"ENSG00000253555",0,0,0,3,0,2
"ENSG00000185728",16291,16532,15714,12627,24096,26014
"ENSG00000261542",60,85,20,60,44,100
"ENSG00000241964",0,0,0,0,0,0
"ENSG00000253706",6,4,19,41,2,0
"ENSG00000137558",8,4,20,2,14,86
"ENSG00000254043",0,2,4,0,0,0
"ENSG00000104381",12031,8739,4515,3894,17067,5919
"ENSG00000277586",21944,11404,1201,5136,32552,7596
"ENSG00000283327",0,0,0,0,2,0
"ENSG00000253832",2,0,0,0,2,0
"ENSG00000288055",2,0,0,0,1,2
"ENSG00000253225",0,0,0,0,0,0
"ENSG00000222755",0,0,0,0,0,0
"ENSG00000253926",0,0,0,0,0,0
"ENSG00000263763",0,0,0,0,0,0
"ENSG00000285108",0,0,0,2,0,0
"ENSG00000224110",0,0,0,0,0,0
"ENSG00000147697",0,0,2,0,0,0
"ENSG00000284054",0,0,0,0,0,0
"ENSG00000260428",213,154,129,238,141,142
"ENSG00000185122",12177,17260,18908,20981,20214,19788
"ENSG00000185000",5534,5982,3721,5583,8447,5273
"ENSG00000254690",0,0,0,0,0,0
"ENSG00000284229",0,3,0,1,2,0
"ENSG00000261678",6077,4285,1652,4358,22774,7005
"ENSG00000271698",0,0,0,0,0,0
"ENSG00000182325",1449,900,592,402,2204,1187
"ENSG00000173137",1298,753,129,296,1410,726
"ENSG00000071894",20656,18915,17116,16297,40528,32349
"ENSG00000284310",0,0,0,0,0,0
"ENSG00000284139",0,0,0,0,0,0
"ENSG00000283770",0,0,0,0,0,0
"ENSG00000272115",52,26,7,1,62,40
"ENSG00000147804",340,182,26,5,420,6
"ENSG00000160948",17052,16776,6275,12148,21939,14080
"ENSG00000261236",6207,4848,3392,4229,12843,7360
"ENSG00000185803",3157,3616,3933,4208,5856,5757
"ENSG00000171428",271,242,239,270,473,700
"ENSG00000253937",0,0,0,0,0,0
"ENSG00000244593",4,0,2,4,8,2
"ENSG00000285624",0,0,0,0,2,0
"ENSG00000271654",0,2,0,0,4,0
"ENSG00000250494",0,0,0,0,0,0
"ENSG00000254687",16,2,4,17,23,13
"ENSG00000260484",0,0,0,0,4,17
"ENSG00000274295",0,0,0,0,0,0
"ENSG00000022567",7530,5522,4035,3332,6716,4187
"ENSG00000280035",2,0,6,0,0,6
"ENSG00000253307",1,4,0,0,4,3
"ENSG00000254019",0,4,10,0,0,0
"ENSG00000254197",0,0,0,0,0,0
"ENSG00000254291",4,10,0,0,4,0
"ENSG00000253595",0,4,0,5,2,0
"ENSG00000261655",0,2,4,3,34,16
"ENSG00000204882",4,0,0,6,23,4
"ENSG00000244998",334,306,43,107,93,13
"ENSG00000271959",150,257,272,85,57,16
"ENSG00000238854",2,1,16,1,2,0
"ENSG00000253605",8,37,267,30,21,33
"ENSG00000240905",0,2,2,0,0,0
"ENSG00000241997",0,0,0,0,0,0
"ENSG00000236814",69,63,26,27,81,54
"ENSG00000238650",0,0,0,0,0,0
"ENSG00000253603",28,8,0,9,4,4
"ENSG00000248578",0,12,0,10,18,10
"ENSG00000172680",0,0,0,0,0,0
"ENSG00000221093",0,0,0,0,0,0
"ENSG00000181690",4358,3776,5012,3148,4695,6996
"ENSG00000170791",4591,4626,2065,2142,4726,4987
"ENSG00000272343",70,81,17,20,77,94
"ENSG00000254216",0,0,0,0,0,0
"ENSG00000104419",5765,5531,5984,4564,16276,10635
"ENSG00000133742",1,5,1,2,4,0
"ENSG00000176209",4580,4004,910,2250,4198,3061
"ENSG00000104447",2573,2475,2866,1856,3543,4019
"ENSG00000120910",1181,1373,1440,1591,2598,2154
"ENSG00000254673",0,0,0,0,0,0
"ENSG00000168522",9250,8348,6411,6483,10043,8691
"ENSG00000200731",0,0,7,1,0,0
"ENSG00000254198",0,0,0,0,0,0
"ENSG00000165102",7841,9745,3308,5905,16311,11902
"ENSG00000253611",0,0,0,0,0,0
"ENSG00000253884",0,0,0,0,0,0
"ENSG00000255166",0,0,0,0,0,0
"ENSG00000253312",0,0,0,0,0,0
"ENSG00000253186",0,0,0,0,0,0
"ENSG00000253606",0,4,0,0,6,4
"ENSG00000234713",0,0,0,0,0,0
"ENSG00000253707",0,0,0,0,0,0
"ENSG00000188877",0,0,0,0,0,0
"ENSG00000238509",0,0,0,0,0,0
"ENSG00000255497",0,0,0,0,0,0
"ENSG00000254342",0,0,0,0,0,0
"ENSG00000201329",0,0,0,0,0,0
"ENSG00000168333",0,2,0,0,0,0
"ENSG00000198010",546,184,100,78,406,33
"ENSG00000185900",4985,10581,3528,7504,9740,8437
"ENSG00000129292",10512,6384,9384,5298,11333,8524
"ENSG00000136960",21347,17547,15323,42823,10779,18468
"ENSG00000165046",849,902,495,593,1384,755
"ENSG00000214814",8,0,5,0,22,8
"ENSG00000261787",1561,810,530,286,247,143
"ENSG00000253223",6,10,4,2,12,14
"ENSG00000121022",7593,7042,3980,4460,10404,6591
"ENSG00000252637",0,0,0,0,0,0
"ENSG00000250869",0,0,4,0,2,0
"ENSG00000066777",15035,10966,8891,6860,22084,11555
"ENSG00000287214",4,1,8,8,10,0
"ENSG00000271966",420,161,109,84,213,95
"ENSG00000181135",1936,1578,1785,1372,3505,2797
"ENSG00000181097",96,136,133,152,149,177
"ENSG00000255181",0,0,10,0,4,0
"ENSG00000254574",0,0,0,0,0,0
"ENSG00000181085",188,205,51,99,284,216
"ENSG00000254548",0,0,0,3,0,0
"ENSG00000180921",1087,767,191,363,3562,2997
"ENSG00000265660",13,1,3,0,46,26
"ENSG00000254973",4,8,4,1,26,11
"ENSG00000180900",25540,23503,25144,22694,41038,37890
"ENSG00000284224",0,0,0,0,0,0
"ENSG00000287222",872,796,225,278,1489,938
"ENSG00000255343",7,0,0,0,3,1
"ENSG00000185189",3294,2774,1596,1582,3334,2821
"ENSG00000284142",0,0,0,0,0,0
"ENSG00000285599",0,1,0,0,0,0
"ENSG00000261150",408,66,48,32,1210,341
"ENSG00000288096",182,133,69,45,103,72
"ENSG00000207574",0,0,4,0,0,0
"ENSG00000178685",5913,4740,1977,2998,5404,3591
"ENSG00000178719",37767,66117,36948,54131,73894,44873
"ENSG00000186583",2,2,0,0,0,3
