"","H9_E8_r1","H9_E8_r2","H9_L3i_r1","H9_L3i_r2","RUES02_E8","RUES02_L3i"
"WASF1P1",0,0,0,0,0,0
"SULT1C2",117,92,72,196,130,120
"SULT1C2P2",0,0,0,0,0,0
"GMCL1P2",0,0,2,0,0,0
"SULT1C4",1947,2325,1415,3476,3930,2958
"ENSG00000271284",0,0,0,0,0,0
"REV1",4494,3203,3848,2500,6559,5080
"ENSG00000273306",86,118,134,88,76,86
"ENSG00000230393",25,18,12,12,121,73
"LINC01104",0,0,0,2,12,0
"FAR2P1",218,80,4,9,231,28
"ENSG00000231240",93,92,0,7,94,23
"CYP4F27P",0,0,0,0,2,0
"POTEF",240,18,0,4,75,21
"ENSG00000228471",0,0,0,0,0,0
"ENSG00000224087",0,0,0,0,0,0
"RNU6-1049P",0,0,0,0,0,0
"ENSG00000234398",0,0,0,0,0,0
"RBM44",32,13,104,18,51,47
"NABP1",229,184,219,166,328,286
"ENSG00000274845",0,0,0,0,0,0
"ENSG00000288582",0,0,0,0,1,0
"LOC729254",0,0,0,0,0,0
"CAVIN2",6,2,6,10,5,19
"ENSG00000213946",0,0,2,2,0,2
"ENSG00000287250",71,62,52,65,66,29
"LOC112268419",4,5,13,2,7,3
"ENSG00000271536",4,0,0,0,0,0
"ACTG2",6,0,0,2,17,6
"DGUOK",5580,7665,4349,7948,10687,6463
"RNA5SP97",0,0,0,0,0,0
"ENSG00000235499",0,0,0,0,0,0
"TET3",15224,13933,23873,13301,25737,19522
"GFPT1",10855,12798,26201,15800,20522,12898
"EPC2",6659,6356,5580,6296,11130,12260
"RNU2-9P",0,0,0,0,0,0
"KIF5C",31371,33613,26487,29859,111665,42772
"LYPD6B",169,63,102,191,537,185
"ENSG00000286335",0,0,0,0,0,0
"ENSG00000224337",0,0,0,0,0,0
"LYPD6",1080,982,726,742,2475,1659
"RPL17P13",0,0,0,0,0,0
"MMADHC",17739,12582,10809,11018,13721,10757
"RNU6-601P",0,0,0,0,0,0
"LINC01931",1,4,8,2,4,0
"LINC01818",4,0,2,0,0,0
"LINC01817",0,0,2,0,0,0
"MTLN",1182,1098,320,748,1696,1011
"THNSL2",68,32,152,254,2394,3275
"LRRTM4",1409,2004,883,1019,3607,3017
"RND3",5842,4005,3219,6406,11176,6687
"FZD7",8909,9185,21406,26578,15738,13521
"THADA",4278,4191,4146,4163,7571,6086
"IL18R1",72,74,12,50,56,36
"MARCO",0,6,10,13,32,0
"FAM237A",0,2,8,0,0,0
"ANKRD30BL",0,0,5,0,5,0
"PTRHD1",897,1154,305,961,1309,1466
"MEMO1",927,835,1749,1388,1052,1014
"STARD7",26116,37415,15524,27058,39042,29653
"CYP26B1",3309,2721,10573,18016,22841,14485
"CMPK2",562,400,222,355,614,693
"RNU6-31P",0,0,2,0,0,0
"BICD1P1",0,0,0,0,2,2
"RNA5SP115",0,0,0,0,0,0
"ENSG00000252759",5,0,16,1,1,1
"RNU6-312P",0,0,0,0,0,0
"RNU6-762P",1,3,7,0,0,3
"ORC2",1822,2263,1759,1793,3656,3495
"ENSG00000183308",0,1,0,1,13,3
"ENSG00000225695",17,36,14,15,26,49
"ENSG00000226658",2,0,0,0,0,0
"RNU6-1206P",0,0,0,0,2,0
"ENSG00000273975",0,0,0,0,0,0
"ENSG00000232719",0,0,0,0,0,0
"ENSG00000224672",0,0,0,0,0,0
"IMPDH1P10",0,0,1,2,0,0
"CFLAR-AS1",14,11,8,1,9,0
"RNU7-45P",4,1,0,0,0,0
"ENSG00000235579",0,1,0,0,0,0
"ENSG00000234431",0,0,0,0,0,0
"MTND5P25",0,0,7,0,0,0
"MTND4P23",0,0,0,0,0,0
"MTND4LP13",0,0,0,0,0,0
"NDUFB3",10043,6507,1917,3507,8251,4950
"ENSG00000288048",26,12,0,8,65,11
"LOC105373742",1,0,0,0,0,0
"ENSG00000278924",1,0,0,0,1,1
"ENSG00000226963",2,4,2,6,2,4
"ITGA6-AS1",19,17,14,2,15,35
"PLEKHH2",378,440,974,563,599,740
"LOC100421122",4,0,0,0,0,0
"RN7SKP66",0,0,0,0,0,0
"DYNC2LI1",5810,3871,1709,2143,3898,3037
"ABCG5",10,6,0,0,7,8
"ABCG8",8,6,6,6,10,2
"RNU6-1048P",0,1,14,1,0,2
"RN7SL455P",0,0,0,0,0,4
"ENSG00000219391",0,0,0,0,1,2
"RNU6-566P",0,0,0,0,0,0
"ENSG00000224637",0,7,0,6,8,2
"ENSG00000273106",15,9,2,3,9,10
"C1GALT1C1L",0,0,0,0,0,0
"KRT8P15",5,26,28,10,6,9
"CARF",3036,1852,1138,1191,3343,1967
"KRT8P52",5,18,2,8,37,26
"ENSG00000270664",0,0,0,0,0,0
"ENSG00000232994",0,0,0,0,2,0
"LOC124900525",0,0,0,0,2,0
"LOC100419679",0,2,0,2,4,0
"RPL23AP36",0,0,0,0,0,0
"ENSG00000204196",0,0,0,0,0,0
"LRPPRC",23349,23676,38633,29646,37319,25369
"ENSG00000288707",6,11,0,0,2,1
"ENSG00000229498",120,122,111,75,87,118
"RN7SKP83",0,3,14,3,0,0
"ENSG00000232504",33,29,17,10,34,28
"POLR1A",7862,5256,4066,3786,15054,8875
"LOC124907913",0,0,0,0,0,0
"ITGA4",728,516,439,279,889,596
"ENSG00000234595",439,326,237,349,178,26
"ENSG00000225570",6,2,6,0,2,0
"ENSG00000223873",2,12,13,0,5,0
"RNU6ATAC19P",0,0,0,0,0,0
"ENSG00000232508",0,0,0,0,0,0
"ENSG00000283262",0,0,0,0,0,0
"RNU6-1168P",0,0,0,0,2,0
"RNU6-1007P",0,1,0,0,0,0
"ENSG00000224291",0,0,0,0,0,0
"FOXI3",6193,12412,7650,13463,17683,20325
"SPMIP9",23,12,0,18,110,16
"EIF2AK3-AS1",9,10,9,6,23,9
"RPIA",1975,3374,2467,3835,4293,5306
"ENSG00000240040",0,0,0,0,0,0
"MIR4436A",0,0,0,0,0,0
"IGKC",0,0,0,0,0,0
"IGKJ5",0,0,0,0,0,0
"IGKJ4",0,0,0,0,0,0
"IGKJ3",0,0,0,0,0,0
"IGKJ2",0,0,0,0,0,0
"IGKJ1",0,0,0,0,0,0
"IGKV4-1",0,0,0,0,0,0
"GMCL1",2214,2743,4299,3660,4841,4867
"ENSG00000275381",2,9,11,2,8,3
"RPL23AP92",0,6,8,2,4,3
"SNRNP27",3764,5067,3100,4308,5280,4374
"MXD1",2391,2344,6055,2967,3538,3927
"RN7SL470P",0,0,0,0,0,0
"PCBP1",2738,10640,2460,8990,12679,13082
"ENSG00000233060",0,2,11,2,3,2
"ENSG00000225392",2,2,2,0,0,0
"C2orf42",998,983,807,910,1420,1324
"MIR1285-2",0,0,0,0,0,0
"ENSG00000231414",4,1,0,2,1,1
"ENSG00000224553",0,0,0,1,0,0
"DCAF17",3780,3654,2821,2037,4697,2802
"ENSG00000228507",12,17,4,15,11,13
"ENSG00000234061",2,6,6,5,3,1
"RPS15P4",220,558,322,855,583,760
"CYBRD1",4729,6417,6372,8576,5901,5946
"C2orf74",230,239,110,203,395,251
"STAMBP",5650,6329,4079,4933,10420,7657
"ACVR1C",572,477,686,336,179,296
"ENSG00000234584",7,16,11,25,13,5
"ACVR1",7377,8024,3934,5390,5904,6214
"ENSG00000270557",105,37,13,2,45,4
"RNU6-436P",0,0,0,0,2,0
"ENSG00000271320",43,49,4,12,32,25
"HOXD13",0,2,24,8,8,20
"HOXD12",0,0,0,0,0,0
"HOXD11",0,0,0,0,0,0
"HOXD10",0,0,0,0,2,0
"ENSG00000237380",0,0,0,0,0,0
"HOXD9",14,10,24,16,48,48
"HOXD8",20,4,1,4,16,21
"MIR10B",0,0,0,0,0,0
"HOXD4",0,0,0,0,2,0
"HAGLR",2,0,2,0,8,8
"ENSG00000272729",0,0,0,0,0,0
"HOXD1",0,2,0,0,2,2
"MIR7704",0,0,0,0,0,0
"ENSG00000279160",0,0,0,0,2,0
"ENSG00000218175",120,95,170,162,96,71
"RPSAP25",0,0,0,0,0,0
"HOXD3",2,2,4,0,2,8
"EIF5B",13486,20028,16696,16649,26168,20049
"AFF3",2783,2341,3439,2079,10463,8224
"LONRF2",5077,2999,3520,3008,9550,3577
"ENSG00000269383",0,0,0,0,0,0
"ENSG00000270699",0,0,0,0,0,0
"CHST10",4969,5647,1570,3214,8325,7031
"ENSG00000238029",4,12,0,2,0,0
"TNS1-AS1",49,121,94,298,170,325
"TUBA4A",48487,59832,11575,23678,31276,6015
"DNAJB2",25865,30922,30727,38863,31668,26611
"ENSG00000276828",0,0,0,0,0,0
"ASNSD1",4979,4434,3245,3944,4438,3708
"ASDURF",0,0,0,1,1,0
"ENSG00000286165",0,0,0,0,0,0
"OSGEPL1",2195,2264,608,870,2416,1557
"OSGEPL1-AS1",77,69,72,19,38,38
"ENSG00000273240",66,58,43,30,25,20
"ORMDL1",8173,7252,6193,6836,10931,5684
"ANKAR",354,284,475,343,339,314
"ENSG00000201308",0,0,0,0,0,0
"MIR128-1",0,0,0,0,0,0
"UBXN4",19583,19616,20813,21169,28827,18168
"LCT",16,3,0,3,8,12
"ENSG00000200664",0,0,0,0,0,0
"LCT-AS1",0,0,0,0,2,2
"R3HDM1",4875,5606,3028,3128,12339,9607
"LOC124900533",0,0,0,1,1,0
"IRS1",5470,4262,10889,9524,11933,13934
"ENSG00000272622",34,9,1,16,21,23
"ENSG00000261379",0,0,6,0,2,0
"RHBDD1",3126,3901,1864,2644,5856,4301
"COL4A3",239,51,62,99,68,38
"MFF-DT",294,232,125,123,460,350
"TM4SF20",1,4,9,0,13,4
"MIR5703",0,0,0,0,0,0
"AGFG1",12764,14678,14873,20073,21152,19921
"ASXL2",4485,3742,6884,3566,9021,6018
"ENSG00000187536",0,0,2,0,0,0
"ENSG00000217643",0,2,0,2,23,7
"ENSG00000218682",0,0,4,0,0,0
"ENSG00000217718",0,0,0,0,0,0
"KIF3C",21244,16084,14047,18378,55360,18611
"ENSG00000237629",2,0,0,0,2,0
"ENSG00000268412",22,8,2,12,10,8
"RAB10",18182,16066,12078,14512,30566,23746
"RNU6-942P",0,3,4,0,3,1
"RPS2P15",0,0,0,0,0,0
"ENSG00000231655",3,5,1,0,0,5
"ENSG00000214465",0,9,1,0,0,12
"ENSG00000227133",2,1,4,0,0,0
"ENSG00000237951",0,2,0,0,4,2
"GAREM2",4667,4903,4704,6665,15420,10281
"ARMC9",7451,6711,2139,3619,10797,6268
"POMC",150,264,32,86,742,588
"LINC01381",0,0,0,0,0,0
"COL4A4",998,400,169,581,416,309
"ENSG00000215023",4,7,0,6,5,4
"LOC124905349",102,88,105,88,70,28
"NEU4",141,108,220,201,198,89
"ENSG00000235151",10,10,4,3,14,0
"PDCD1",0,0,2,0,0,0
"RTP5",42,8,4,10,70,12
"FAM240C",10,15,6,19,63,3
"ENSG00000237940",80,33,17,7,47,16
"LOC285097",132,87,67,29,52,26
"ENSG00000226423",0,0,0,0,0,0
"ENSG00000287971",0,3,24,7,10,5
"LINC01880",12,1,0,6,2,0
"LINC01238",130,96,26,39,158,38
"ENSG00000224160",0,0,0,0,0,0
"ENSG00000244528",0,0,1,0,0,0
"RPL23AP88",0,0,0,0,0,0
"LOC105373953",2,0,0,2,0,3
"ENSG00000222022",0,0,0,0,0,0
"MIR6811",0,0,0,0,0,0
"COL6A3",12,0,10,38,14,52
"DES",98,34,58,1035,41,252
"SCN2A",3276,1054,398,597,4813,436
"KCNK12",3599,2333,1658,3206,4517,1419
"MSH2-OT1",31,33,12,15,137,78
"VN1R18P",0,0,0,0,0,0
"FBXO11",13103,12197,9617,7687,19636,13961
"ENSG00000231731",24,26,182,17,55,20
"RNU4-48P",0,0,2,0,0,0
"ENSG00000272789",0,0,0,0,0,0
"EIF2AK3",3097,3157,5828,3425,7247,6765
"CERKL",5442,5086,1474,1034,7045,3173
"NEUROD1",41030,51883,23541,25818,50821,19460
"GMPPA",3503,3636,1109,1919,5140,3378
"SP3",24604,17000,18254,16504,23364,26330
"HDLBP",64865,77185,58955,55649,129362,99714
"IKZF2",2847,2072,1419,1166,2740,1602
"PTH2R",156,136,216,245,75,80
"UGT1A3",0,0,0,0,0,0
"TRIB2",28180,36235,104209,92828,45905,34591
"UGT1A8",0,0,0,4,0,0
"UGT1A5",0,0,0,0,0,0
"ASTL",1831,2171,16,212,286,52
"UGT1A7",0,0,0,0,0,0
"RAB6D",109,81,17,27,129,29
"IGKV1-6",0,0,0,0,0,0
"IGKV3-7",0,0,0,0,0,0
"IGKV1-8",0,0,0,3,0,0
"IGKV1-9",0,0,0,0,0,0
"IGKV2-10",0,0,0,0,0,0
"IGKV3-11",0,0,0,0,0,0
"IGKV1-12",0,0,0,0,0,0
"IGKV1-13",0,0,0,0,0,0
"ENSG00000253265",0,0,0,0,0,0
"IGKV3-15",0,0,0,0,0,0
"IGKV1-16",0,0,0,0,0,0
"IGKV1-17",0,0,0,0,0,0
"IGKV2-18",0,0,0,0,0,0
"IGKV2-19",0,0,0,0,0,0
"IGKV3-20",0,0,0,0,0,0
"IGKV6-21",0,0,0,0,0,0
"IGKV1-22",0,0,0,0,0,0
"ENSG00000253625",0,0,0,0,0,0
"IGKV2-24",0,0,0,0,0,0
"ENSG00000253202",0,0,0,0,0,0
"IGKV2-26",0,0,0,0,0,0
"ENSG00000277852",0,0,0,0,0,0
"IGKV1-27",0,0,0,0,0,0
"IGKV2-28",0,0,0,0,0,0
"IGKV2-29",0,0,0,0,0,0
"IGKV2-30",0,0,0,0,0,0
"ENSG00000253158",0,0,0,0,0,0
"ENSG00000253870",0,0,0,0,0,0
"IGKV1-33",0,0,0,0,0,0
"IGKV3-34",0,0,0,0,0,0
"ENSG00000253461",0,0,0,0,0,0
"IGKV2-36",0,0,0,0,0,0
"IGKV1-37",0,0,0,0,0,0
"IGKV2-38",0,0,0,0,0,0
"IGKV1-39",0,0,0,0,0,0
"IGKV2-40",0,0,0,0,0,0
"ENSG00000283427",0,0,0,0,0,2
"ENSG00000276861",0,0,0,0,0,0
"ENSG00000283132",1,0,0,0,0,0
"ENSG00000283214",0,0,0,0,0,0
"ENSG00000283659",4,0,0,0,0,0
"IGKV2D-40",0,0,0,0,0,0
"IGKV1D-39",0,0,0,0,0,0
"IGKV2D-38",0,0,0,0,0,0
"IGKV1D-37",0,0,0,0,0,0
"IGKV2D-36",0,0,0,0,0,0
"ENSG00000232747",0,0,0,0,0,0
"ENSG00000253501",0,0,0,0,0,0
"IGKV1D-33",0,0,0,0,0,0
"IGKV1D-32",0,0,0,0,0,0
"ENSG00000253999",0,0,0,0,0,0
"IGKV2D-30",0,0,0,0,0,0
"IGKV2D-29",0,0,0,0,0,0
"IGKV2D-28",0,0,0,0,0,0
"ENSG00000224607",0,0,0,0,0,0
"IGKV2D-26",0,0,0,0,0,0
"ENSG00000254097",0,0,0,0,0,0
"IGKV2D-24",0,0,0,0,0,0
"ENSG00000254345",0,0,0,0,0,0
"IGKV1D-22",0,0,0,0,0,0
"IGKV6D-21",0,0,0,0,0,0
"IGKV3D-20",0,0,0,0,0,0
"IGKV2D-19",0,0,0,0,0,0
"IGKV2D-18",0,0,0,0,0,0
"IGKV6D-41",0,0,0,0,0,0
"IGKV1D-17",0,0,0,0,0,0
"IGKV1D-16",0,0,0,0,0,0
"IGKV3D-15",0,0,0,0,0,0
"ENSG00000254292",0,0,0,0,0,0
"IGKV1D-13",0,0,0,0,0,0
"IGKV1D-12",0,0,0,0,0,0
"IGKV3D-11",0,0,0,0,0,0
"ENSG00000253906",0,0,0,0,0,0
"IGKV1D-42",0,0,0,0,0,0
"IGKV1D-43",0,0,0,0,0,0
"IGKV1D-8",0,0,0,0,0,0
"IGKV3D-7",0,2,0,2,0,0
"ENSG00000275490",0,0,0,0,0,0
"ENSG00000270999",0,0,0,0,0,0
"ENSG00000265897",0,0,0,0,0,0
"ENSG00000281904",0,0,0,0,0,0
"CNTNAP5",1076,1134,570,1237,2069,1434
"NBEAL1",1823,1019,1644,503,2392,1986
"METTL8",1872,2089,1130,1243,2950,1987
"PPP1R1C",325,203,114,251,748,376
"ASPRV1",0,0,0,0,0,0
"SULT1C3",0,0,0,0,0,0
"IL37",0,0,2,0,7,4
"MAP3K2",7221,5825,9288,6353,8901,9068
"RABL2B",2190,1556,1214,942,2474,1645
"NCOA1",15062,12510,14215,12871,22282,19966
"C2orf81",138,336,38,109,615,367
"HYCC2",4108,3045,6605,3238,5580,3507
"ENSG00000287742",8,5,32,8,27,6
"PROC",52,47,93,73,48,38
"MIR4783",1,0,10,2,0,0
"LIMS2",588,1206,488,1366,908,2478
"GPR17",6,4,0,0,21,23
"ALMS1",9147,6537,5272,2002,15373,12560
"HDAC4",5082,5589,5207,4511,7986,9005
"SPEGNB",122,42,161,33,118,34
"ENSG00000285591",0,0,0,0,0,0
"LOC105373411",0,0,0,0,0,0
"ENSG00000225642",0,4,0,0,2,0
"ID2",4485,1948,2539,3501,4351,4034
"MBOAT2",12737,13848,25356,18197,19310,20093
"ENSG00000230886",0,0,0,0,0,0
"KCNE4",58,22,358,2620,182,150
"KIDINS220",46252,32240,23593,19708,92900,38309
"YIPF4",13456,11999,10466,9860,16017,11727
"ENSG00000272754",2,17,4,6,10,12
"ENSG00000230046",4,0,8,0,0,0
"ENSG00000276334",180,216,204,178,213,153
"ENSG00000276517",78,64,77,34,92,104
"MIR558",0,0,3,0,2,0
"ENSG00000274159",0,2,0,3,0,0
"ENSG00000279544",2,2,35,5,7,7
"TTC27",2328,2427,1040,1470,2978,2431
"MIR4765",0,0,0,0,0,0
"LINC00486",4,12,4,1,17,14
"ATG16L1",4023,4307,4402,5391,6251,4731
"SCARNA5",0,0,9,0,5,4
"SCARNA6",2,0,12,4,0,4
"SAG",335,61,9,4,12,7
"ENSG00000259793",10,11,6,0,12,0
"DGKD",14475,8979,8837,7590,20469,9820
"ENSG00000201013",8,0,16,0,0,0
"NEB",80,99,81,87,415,265
"MOGS",9535,11138,10042,11958,12885,10028
"LOC105373514",0,0,0,0,0,0
"IL1R2",11,6,2,4,10,4
"WDR12",3303,3332,3026,3644,6426,4203
"ENSG00000287041",14,4,0,4,22,7
"ENSG00000231903",0,1,8,1,8,0
"PSMA2P3",0,2,0,0,0,0
"ENSG00000223825",14,77,20,83,75,53
"SUMO1",22613,21128,8537,13683,27157,22506
"ENSG00000224463",0,1,0,1,1,0
"NOP58",7847,6470,4142,2918,9017,7321
"SNORD70",0,0,3,0,0,0
"SNORD70B",0,0,0,0,0,0
"SNORD11B",0,0,0,0,2,0
"SNORD11",6,3,15,0,4,0
"ENSG00000286223",5,6,28,2,15,1
"RN7SL753P",0,17,0,2,1,2
"ENSG00000226261",2,6,0,0,11,10
"ENSG00000272966",0,0,0,0,0,6
"RN7SL40P",4,2,0,0,0,4
"BMPR2",23029,20502,21052,20188,34000,26457
"ENSG00000289490",0,0,0,0,0,0
"ENSG00000270915",0,2,0,0,9,1
"RPL13AP12",8,21,100,23,14,7
"MTCO1P17",4,0,0,0,0,0
"MTCO2P17",6,2,0,0,0,0
"MTATP6P17",4,2,8,0,2,2
"MTCO3P17",0,0,6,0,0,0
"MTND3P17",0,0,0,0,0,0
"MTND4LP17",0,0,0,0,0,0
"ENSG00000227454",0,6,0,0,0,0
"MTCO1P54",0,0,0,0,0,0
"FAM117B",5248,7581,6741,7140,11120,11113
"ENSG00000238018",52,10,37,2,27,16
"ENSG00000231334",4,0,0,0,2,0
"ENSG00000285519",2,2,6,1,7,0
"RNU7-81P",0,0,0,1,0,0
"TTC39DP",28,2,0,0,0,0
"ZNF512",6616,8433,3112,6010,11575,7625
"ENSG00000259080",0,0,0,0,0,0
"CCDC121",1343,1073,547,755,1284,892
"GPN1",4649,4864,2622,3686,7125,5998
"LOC124906143",0,0,2,0,0,1
"SUPT7L",7289,7273,5385,4870,9350,8056
"ENSG00000231747",50,66,15,46,16,48
"ENSG00000237753",288,528,300,269,461,327
"RN7SL210P",0,0,0,0,0,0
"ADRA2B",239,205,42,1040,108,124
"MAP4K3",8004,5330,4431,4091,9019,7463
"ENSG00000252473",19,0,6,0,1,3
"ENSG00000273035",26,4,9,15,22,4
"AQP12A.1",4,0,0,0,9,5
"IMMT",12508,16647,7139,10171,25476,17370
"CLK1",11824,3024,16279,7287,5724,5620
"CAB39",14399,13958,11618,11534,21444,17047
"XIRP2",0,0,8,128,0,6
"ATF2",8897,8110,13748,11914,16582,14089
"NIF3L1",2989,2810,1365,2014,4169,3057
"CYP20A1",2486,3333,1795,2066,5399,4232
"NCKAP5",1558,1056,1015,1802,3094,3505
"THAP4",8871,10789,12339,12826,12834,11447
"POTEE",28,2,2,1,32,10
"PMS1",4615,3397,3026,2661,4929,3598
"ANKRD36",1430,416,1397,698,669,484
"CFLAR",3851,3182,653,1671,3129,1484
"RBMS1",3079,3458,3825,4880,5646,8655
"BAZ2B",23369,20930,19103,14480,36386,32277
"INSIG2",5034,7096,5187,4589,6755,10196
"THSD7B",2616,1903,572,1788,4114,1945
"KCNH7",111,43,16,11,386,96
"SELENOI",4413,4448,6807,4654,9811,4887
"ZNG1B",4385,2995,3345,1937,3378,2143
"DBI",8862,9366,3400,7059,12361,11604
"SPAG16",4458,4325,2101,3507,6067,4659
"CCT7",33643,42639,27420,42225,72419,56628
"EFHD1",615,1071,1019,1528,1129,1498
"POTEI",0,0,0,0,3,6
"FOXN2",5229,4096,3027,2732,5356,7834
"KCNK3",37993,33322,9761,15399,43525,8723
"NRXN1",5131,3578,833,1814,10082,4629
"CCDC88A",18946,18018,19642,18091,38834,24773
"FAP",47,25,58,191,16,46
"CUL3",15867,14539,26502,16640,23706,20449
"ENSG00000284600",0,2,0,0,23,0
"ENSG00000232057",0,0,0,1,7,2
"MYT1L-AS1",2,0,0,0,1,0
"MYT1L",2416,1387,200,500,7236,622
"NT5DC4",7,9,13,3,9,4
"RNU7-104P",0,0,0,0,0,0
"SOS1",7909,5773,7826,4801,12525,12052
"TTN",1455,735,665,316,1394,498
"MYO7B",16,12,2,4,22,13
"RGPD2",270,138,236,40,324,195
"EVX2",8,0,0,0,28,14
"MORN2",2403,1854,399,932,2726,1882
"ADGRF3",59,28,18,11,142,46
"UGT1A10",2,0,0,1,0,0
"COQ10B",2387,3019,3768,3492,3544,3365
"VIT",0,0,0,0,14,2
"CCDC141",303,132,16,58,1319,478
"ASB18",10,0,1,0,7,2
"ASIC4",19604,13467,2499,3717,11459,3254
"SULT6B1",0,0,1,0,0,0
"DNMT3A",29924,28948,17215,20219,53160,29694
"ENSG00000224844",0,4,1,0,8,0
"MLPH",2,0,54,2,14,0
"ENSG00000222449",0,0,0,0,0,0
"PRLH",0,0,0,0,0,0
"RAB17",21,8,36,150,10,15
"RAB17-DT",0,0,0,3,4,0
"ENSG00000230286",16,38,10,22,47,28
"MAPRE3",10653,11851,7374,11396,14477,6309
"MAPRE3-AS1",0,6,44,1,1,8
"TMEM214",5197,6928,7727,6717,7875,7173
"AGBL5",8588,9921,5859,8367,17125,15233
"AGBL5-AS1",6,27,42,16,17,14
"ENSG00000272056",8,19,15,12,46,4
"ENSG00000229122",11,28,50,15,34,18
"ENSG00000272148",33,51,31,29,34,27
"OST4",6297,10770,4493,9734,11669,9437
"EMILIN1",738,622,244,320,1203,1222
"CGREF1",771,506,114,168,607,340
"ABHD1",86,93,150,41,125,101
"PREB",9674,10687,5902,9307,14180,9066
"PRR30",0,0,0,0,0,0
"TCF23",0,2,0,1,27,0
"ENSG00000236099",0,0,1,0,1,0
"SLC5A6",4728,4961,1791,4649,8462,6796
"CAD",11395,9628,9269,7863,24331,17537
"SLC30A3",88,64,76,64,47,49
"DNAJC5G",16,2,18,0,5,2
"TRIM54",80,103,71,48,18,18
"UCN",296,300,261,336,168,133
"MPV17",3979,5244,1763,3241,7776,4774
"SCN1A-AS1",14,10,17,0,4,2
"SCN9A",608,404,160,186,1559,448
"ENSG00000283657",0,0,0,0,0,0
"ATRAID",9443,14084,3420,10556,12682,12245
"TMEM237",13032,12418,8586,9611,23636,10004
"ARL6IP6",6401,6369,5458,7483,8169,10292
"LOC100506076",2,1,2,3,4,0
"ENSG00000237837",0,0,0,0,0,0
"ENSG00000271351",0,0,0,0,0,0
"ENSG00000276050",0,0,0,0,0,0
"ENSG00000271015",0,0,0,0,0,0
"ENSG00000270252",0,0,0,0,0,0
"ENSG00000271569",0,0,0,0,0,0
"ENSG00000270450",0,0,0,0,0,0
"ENSG00000278537",0,0,0,0,0,0
"IGKV1OR2-11",0,0,0,0,0,0
"ENSG00000230606",61,27,0,2,23,18
"ENSG00000278766",2,0,0,0,1,0
"ENSG00000235833",6,0,0,0,0,0
"ENSG00000286036",11,0,2,12,1,0
"UBTFL6",4,2,10,23,3,2
"COX5B",22394,21063,8343,16932,22869,15297
"ACTR1B",27951,26786,7342,16216,31453,26417
"C2orf92",316,303,163,121,373,198
"LOC124900516",8,3,7,0,4,0
"ANKRD36B",1154,345,807,460,343,279
"ENSG00000235584",0,0,0,4,6,0
"ENSG00000232931",614,623,230,53,811,296
"ZEB2",15742,14810,14808,14824,32027,24922
"ANKRD36C",2379,1393,2069,1938,1203,872
"ACMSD",29,27,48,16,17,4
"MIR5590",0,0,0,0,0,0
"MAP3K19",62,43,11,17,33,36
"RAB3GAP1",15069,14257,13049,11702,21840,16597
"SNORA40B",0,0,0,0,0,0
"ENSG00000200283",0,0,0,0,0,0
"PCARE",3017,2124,3498,1598,2200,745
"ENSG00000229224",0,1,0,0,2,0
"LOC101929386",0,0,6,1,0,1
"FBLN7",1307,1756,764,1392,3477,4976
"ENSG00000278962",520,664,289,424,806,1185
"ZC3H8",2857,2960,2136,1954,4036,3158
"ENSG00000286545",39,62,24,21,100,63
"ZC3H6",5724,7388,6846,7039,7053,5588
"NDUFB4P6",0,3,6,0,4,2
"ENSG00000236555",0,0,0,0,0,0
"SCN7A",28,14,4,13,394,180
"ENSG00000236634",0,0,0,0,0,0
"LOC105373845",0,0,0,0,0,0
"LOC124907968",0,0,0,0,0,0
"ENSG00000223890",0,3,0,0,0,0
"PARD3B",3765,3978,3376,4397,5233,6956
"NDUFS1",18495,16276,9261,11551,26621,16277
"ENSG00000231955",0,0,0,0,0,0
"ENSG00000237580",0,0,0,0,0,0
"EEF1B2",24445,25367,11010,18658,31789,25550
"ENSG00000277502",0,0,0,0,0,0
"ENSG00000281780",1,2,0,0,0,1
"SNORD51",0,0,0,0,2,1
"SNORA41",0,0,0,0,0,0
"CMKLR2",95,70,14,204,48,85
"ENSG00000279220",6,0,0,0,0,0
"ENSG00000222496",0,0,0,0,0,0
"ATP5POP1",0,0,0,0,0,0
"HMGN1P6",0,0,0,0,0,0
"RN7SKP260",0,0,0,0,0,0
"ZDBF2",13551,7905,11608,5215,6171,4265
"ENSG00000180105",0,2,0,0,4,0
"ENSG00000234491",2,0,0,0,0,3
"AOX1",32,44,64,54,147,61
"ENSG00000284084",0,0,0,0,0,0
"RNU1-133P",0,0,0,0,0,0
"BZW1-AS1",0,0,0,2,9,2
"BZW1",21137,11417,12017,7933,21347,17969
"CLIP4",7237,5096,6863,4309,4799,1796
"CXCR1",0,0,4,0,2,2
"ENSG00000224159",0,0,0,0,3,0
"ARPC2",19562,21785,11183,17315,30857,22232
"ENSG00000261338",158,147,95,160,417,328
"GPBAR1",18,20,28,12,38,68
"AAMP",14712,16919,11985,16513,24748,18512
"TMBIM1",417,436,207,1709,533,765
"MIR6513",0,0,0,0,0,0
"CATIP-AS2",0,1,4,1,2,0
"MIR6810",0,0,0,0,0,0
"RPL19P5",0,0,0,0,0,2
"SLC11A1",70,81,82,72,110,89
"CTDSP1",5338,6337,1605,4224,8313,11918
"ENSG00000273361",0,3,0,0,0,1
"MIR26B",1,0,0,0,0,0
"VIL1",0,0,19,2,9,2
